Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,About Heading (product.metafields.about.heading),Max in Cart (product.metafields.custom.max_in_cart),Variant Images Grouping List (product.metafields.custom.variant_images_grouping_list),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),30 Day Sales Quantity (product.metafields.ohs.30_day_sales_quantity),Attributes (product.metafields.ohs.attributes),Bullets (product.metafields.ohs.bullets),Container Qty (product.metafields.ohs.container_qty),Container Servings (product.metafields.ohs.container_servings),Container Type (product.metafields.ohs.container_type),Dose Phrase (product.metafields.ohs.dose_phrase),Fact Card Product (product.metafields.ohs.fact_card_product),FAQs (product.metafields.ohs.faqs),Health Goals (product.metafields.ohs.health_goals),Ingredients (product.metafields.ohs.ingredients),Parent Product (product.metafields.ohs.parent_product),Sample Product (product.metafields.ohs.sample_product),WS Product (product.metafields.ohs.ws_product),Visibility to Search & Google (product.metafields.seo.hidden),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Flavor (product.metafields.shopify.flavor),Genre (product.metafields.shopify.genre),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Australia,Price / Australia,Compare At Price / Australia,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Included / US Retail,Price / US Retail,Compare At Price / US Retail,Status
3-pack-essential-glutathione-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Essential-Web-Glutathione-2023.png?v=1759939979,5,Image of a toub of Essentials Glutathione with electrolyte tablets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-pack-essential-glutathione-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Esentials-OtoN-Glutithione-2023.png?v=1759939979,6,Image of a Tube of Essentials Glutathione with a green arrow pointing to its new label mentioning that it has Electrolytes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-pack-essential-glutathione-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Essential-Glutathione-Front_For-Web.jpg?v=1759939979,7,Essential Glutathione Flyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-pack-essential-glutathione-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Essential-Glutathione-Back_For-Web.jpg?v=1759939979,8,Essential Glutathione Flyer Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl-glutathione,PL - Glutathione,"",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,Private Label,"Exclude Recommended, Exclude Review, exclude_rebuy, PL - Rit Performance, Private Label, Visibility - Admin Only",true,Private Label,RIT Performance - Restore,,,,,,,,850019587876,81.6466266,,15,continue,manual,17.77,,true,true,,,,,850019587876,,,,false,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,optimal-liver-kidney,,,1,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,true,,,true,,,unlisted
3-pack-optimal-1-digest-a-meal-family-size-amazon-only,3 pack - Optimal 1 Digest-A-Meal - Family Size (Amazon Only),"<h2 class=""heading-58"">See the Power of Optimal 1 Digest-A-Meal in Action:</h2>
<div><iframe title=""Digest-A-Meal and Our Famous Pudding Test"" src=""https://www.youtube.com/embed/8mUf_VNJU7o"" allowfullscreen="""" allow=""autoplay; encrypted-media"" frameborder=""0""></iframe></div>
<div class=""grid grid--1-col grid--2-col-tablet""></div>
<br>
<h3>Digesting Food Isn't the Same Anymore</h3>
<p>It took 20 years to finally have to make a change to this formula because it was so far ahead of the game. Come 2019, Digestion needed to adjust in response to modern day growing techniques and all the processing that goes into food before it hits grocery stores.<br><br>Plants have responded to all these changes by tightening and thickening their molecular bonds. This means food is harder to break down. The number one reason people visit hospitals is for digestive disorders and pain. One in three people have a digestive disorder they deal with on a daily basis. Most times, digestive issues don’t need to go so far as a hospital visit. You can fix it by eating healthier and properly digesting food.<br><br>When you cook food at 118ºF or above, it destroys digestive enzymes. And when you lose those enzymes, it becomes solely your body’s job to figure out how to break down cooked and/or processed food. A lack of enzymes causes the pain, indigestions, bloating, gas, allergies, and so on you experience as your body struggles to break down food for nutrients. Chronically suffering from digestive disorders leads to disease.<br><br>Dipeptidal dipeptidase has been added to help break down those tighter, thicker gluten bonds. A special form of pH balanced lactase has been added for lactose in dairy.</p>
<h3>Understanding What Your Body Does with Food</h3>
<p>Your body doesn’t run on proteins, carbs and fats. It runs on glucose, amino acids, fatty acids and so on. The latter is what your body breaks proteins, carbs and fats down into for use. If you don’t digest proteins and break them down into amino acids, then you’re looking at developing arthritis. If your body struggles to digest red meat, pork and shellfish, then you develop gout. If you don’t digest carbs and break them down into glucose and so on, then you develop diabetes. If you don’t digest fats and break them down into fatty acids, you’ll eventually develop heart disease. Indigestion is the non-digestion of foods. Indigestive symptoms are your warning signs.<br><br>Disease happens when digestion doesn’t. Undigested foods don’t fuel your system. Instead, your body expends excess energy trying to squeeze nutrients out of undigested food. Digestion is your body’s top-priority function. This puts a strain on your system, thus the end result being disease.<br><br>Nutrients have to be delivered at the cellular level, the level at which your body operates. That’s why a mini dose of Digestion is included in every other powder-based product.</p>
<h4>Digestive Enzymes Keep You Healthy and Well Fed</h4>
<p>You need a complete blend of pure plant enzymes, organic minerals and stabilized probiotics to ensure digestion. So yes, you can supplement with Optimal 1 Digestion to improve the efficacy of other products, including synthetic medications. You’ll get better absorption, too.<br><br>Digestive enzymes provide the missing tools your body needs to properly digest foods and absorb nutrients for energy and vitality. Antacids and acid blockers attack stomach acid production. The latter products say, “Ease symptoms” somewhere on the label. Nowhere does it say, “Ease the cause.”<br><br>On top of that, they come with health risks when used long term, including infection, bone fractures and dementia. And since you’re stopping your body from trying to digest what you’ve eaten, you also inhibit nutrient absorption, promote bacterial overgrowth, reduce resistance to infection and increase the risk of cancer and other serious diseases. Your gut is your second immune system, and that include stomach acid.</p>
<h4>The Complete Digestion Process</h4>
<ol role=""list"">
<li>
<em>Digestion</em> (this actually takes place in your gut, and minimally in your stomach)<br>
</li>
<li>
<em>Assimilation</em> (Once enzymes break food into manageable pieces—nutrients—probiotics grab ahold of nutrient molecules and help them pass through the gut wall and into your blood stream)<br>
</li>
<li>
<em>Utilization</em> (Organic minerals take over for probiotics and metabolize them at the cellular level<br>
</li>
</ol>
<p> </p>
<h2>Improvements to the Formula in 2019 (The First Time in 20 Years):</h2>
<div><iframe src=""https://www.youtube.com/embed/cc3LnNiuB0M"" title=""Formulator's Special Message: Improvements to Optimal 1 Digestion"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe></div>
<p><br></p>
<div class=""grid grid--1-col grid--2-col-tablet"">
<div><iframe src=""https://www.youtube.com/embed/sSbolq4N99A"" title=""Optimal 1 Digestion Whole Food Supplement | OHS"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe></div>
<div><iframe src=""https://www.youtube.com/embed/fivC-dVhdV4"" title=""Digestion and Allergies | Whole Food Nutrition | OHS"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe></div>
<div><iframe src=""https://www.youtube.com/embed/XYSQdBIkwMs"" title=""OHS Digestion Cleanse | Whole Food Nutrition | OHS"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe></div>
<div><iframe src=""https://www.youtube.com/embed/X0QyWxu_pas"" title=""Demonstration | Optimal 1 Digestion | Whole Food Supplements | OHS"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen=""""></iframe></div>
</div>",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","Bottle, Bulk Discountable, Direct Script, Family Size, HP Line Order, Low Margin, Tier 1 - Retail, TruShield, Visibility - All",false,Title,Default Title,,,,,,,,850019587418-AMZ,198.446661875,shopify,181,deny,manual,270.00,,true,true,,,,,850019587418-AMZ,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-Ingredient-Digest-A-MealFamilysize-2023.png?v=1698168988,1,Image of a bottle of Optimal One Digest-A-Meal Family size with Aloe and plant enzymes behind the bottle.,false,Optimal 1 Digest-A-Meal - Family Size | Optimal Health Systems,"Optimal 1 Digest-A-Meal - is our three-pronged approach to balancing the digestive system, combining enzymes, probiotics, and target-specific chelated minerals. Probiotic strains are proven to colonize in the intestines even at extreme acidity and high temperatures.",,,,,,,,,,,,Our Top Selling Digestive Aid for Over 20 Years,,,,511,"Dairy Free
Gluten Free
GMP
Non-GMO
Opti-Blend
Vegetarian
Whole Food
TruShield Certified","Helps break down all nutrients
Contains crucial digestive plant enzymes
Helps eliminate gas, bloat, acid reflux and more
Aids the gut in nutrient absorption and metabolism",270,135,Capsules,Take 1-2 capsules before each meal or as needed.,,will-optimal-1-digestion-help-with-an-upset-stomach; does-digestion-contain-probiotics-and-what-are-probiotics; why-do-i-need-digestion-if-my-body-already-naturally-produces-enzymes-to-break-down-food; do-i-replace-antacids-and-acid-blockers-with-digestion; why-is-your-product-called-optimal-1-digestion-what-does-1-stand-for; ive-read-that-your-digestion-contains-predigested-enzymes-what-does-predigested-mean; is-it-safe-for-kids-and-babies; can-i-take-it-if-i-am-pregnant; can-i-open-a-capsule-and-pour-it-on-my-food; can-i-overdose,Digestion,plant-based-enzyme-blend; probiotics-digestion; aloe-vera,,,ws-optimal-1-digestion-family-size,,,,,,,,,,,optimal-fat-sugar-trim; optimal-flora-plus; optipak,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
3-pack-optimal-1-digest-a-meal-family-size-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-WEB-Digest-A-Mealfamily-2023.png?v=1698168988,2,Image of a bottle of Optimal One Digest-A-Meal family size.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-pack-optimal-1-digest-a-meal-family-size-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Digestion-Family-Sized_supp-facts.jpg?v=1741273870,3,Optimal 1 Digestion - the Original Digest-A-Meal - Family Size Supplement Facts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-pack-optimal-1-digest-a-meal-family-size-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Digest_A_Meal_Fam_Product_Review_Photo_PNG.png?v=1756225657,4,Digest A Meal Fam Product Review Photo PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-pack-optimal-flora-plus-amazon-only,2 pack - Optimal Flora Plus (Amazon Only),"<div class=""grid grid--1-col grid--2-col-tablet"">
      <div><iframe src=""https://www.youtube.com/embed/yHuYUTLX9KU"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen title=""Optimal Flora Plus | Whole Food Supplements | OHS""></iframe></div>
      <div><iframe src=""https://www.youtube.com/embed/3Ih8949Kn1M"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen title=""Optimal FloraPlus &amp; Allergies | Whole Food Supplements | OHS""></iframe></div>
    </div>
    <p>The human intestinal system is made up of about 25 feet of tubes that must be colonized with friendly bacteria, called probiotics, in order to keep your immune system going strong. Different friendly flora live in different sections and have different jobs, but all nine strains play an interconnected role in immune health, digestion, and gut health.<br><br>The adult human body should be inhabited by approximately 3 lbs of friendly bacteria, but it’s common for an unhealthy gut to be populated by up to 10 lbs of bad bacteria. All of them together functioning as 80% of your immune system. Your gut is where the majority of your immune cells go to fight off germs so, if your gut is low on the good bacteria, then it’s full of illness and disease-inducing bacteria. However, if it’s full of good bacteria, bad bacteria have a tremendously difficult time taking root and making you sick.<br><br><strong>5 Ways You Destroy Your Gut Flora<br></strong>1. Drink alcohol, synthetic caffeine, or sodas<br>2. Eat sugar and artificial sweeteners<br>3. Eat processed food<br>4. Use antacids or acid blockers<br>5. Use antibiotics<br><br>It’s easy to overlook what’s in what we drink. We often focus on quenching our thirst while forgetting beverages affect our health just as much as our food. The thing is, all that caffeine and sugar are poison to your friendly bacteria, yet is sustenance to pathogenic bacteria. Your gut flora need nutrient-rich foods to thrive.<br><br>So, if you’re drinking a lot of soda, alcohol, coffee, energy drinks, and whatnot, you’re making yourself prone to illness and all sorts of digestive issues.<br><br>Many poor food choices do two things: 1. Create an environment primed for infectious bacteria, and 2. Acidic foods like sugar, alcohol, coffee, tea and antibiotic-pumped meats exacerbate the problem by kicking good bacteria out of their homes.<br><br>You might think it’s as simple as making necessary dietary changes. Just switch from all the harmful stuff to foods full of friendly bacteria. In essence, it is that simple. However, here in America in particular, we have an uphill battle. We are one of only a handful of countries whose citizens are missing foods packed with probiotics as part of their regular diet.While some yogurts have probiotics in them, most contain added sugars that feed pathogenic bacteria. Sugar is their main food source, and it’s been added to virtually every food in America.<br><br>Antacids and acid blockers neutralize stomach acids or block acid production altogether. The problem is your body needs that stomach acid to help destroy pathogens, or at least reduce their numbers to amounts your gut flora can handle.<br><br>Antibiotic means “against life.” Antibiotics are meant to do just that: destroy live bacteria. The downside is that they kill good bacteria in addition to the illness-causing bad bacteria. This leaves behind a literal wasteland of vacant tissues and nutritionally deficient organs. These devastated sites are now open to be colonized by ANY new bacteria, be it probiotic or pathogenic.<br><br>Friendly bacteria can bounce back and quickly reassert control of your microbiome if you adjust your diet for the better and save antibiotic use for appropriate emergencies.And the neatest part? According to an article published through TIME Magazine, science is beginning to return to nature as research shows that the antibiotics produced in our gut biome may steer the future of internal medicine, meaning healthy always comes back to balance within your body to maintain homeostasis.<br><br>The results were so robust, says Fischbach, that “we completely changed what we are working on. We stopped working on soil bacteria and started working on gut, skin and oral bacteria.”<br><br>If you take steps to feed yourself well and take care of your gut, you set yourself up to live a long, healthy, and happy life.<br><br>Nutritionally helps with upset stomach, fatigue, frequent colds and flu, and sensitivity to dairy products. It also supports intestinal health, improves digestion, and fights against toxins and infections. It is the only probiotic formulated with all 9 strains of flora that are patent-proven to withstand the acidity and temperatures that destroy most flora supplements.<br><br>This was developed with input from the world’s leading probiotics authority, Dr. Khem Shahani. It contains several strains of flora that assist with digestion, nutrient absorption, and immune defense.<br><br><strong>Documented Beneficial Properties Include:</strong></p>
    <ul role=""list"">
      <li>Inhibits growth of 23 toxin-producing microorganisms<br>
</li>
      <li>Produces enzymes, such as protease and lipase, for digesting proteins and fats<br>
</li>
      <li>Enhances calcium absorption<br>
</li>
      <li>Helps reduce serum cholesterol levels<br>
</li>
      <li>Reported to be resistant to several common antibiotics<br>
</li>
    </ul>",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","Bottle, Standard Size, Visibility - Admin Only",false,Title,Default Title,,,,,,,,655705123075-AMZ,68.0388555,shopify,3207,deny,manual,35.00,,true,true,,,,,655705123075-AMZ,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-Ingredient-FloraPlus-2023.png?v=1700667654,1,Image of a bottle of Optimal Flora Plus with Jerusalem artichokes.,false,Optimal Flora Plus | Optimal Health Systems,,,,,,,,,,,,,Balance Gut Microbiome for Optimal Digestion and Immune Health,,,,474,"Dairy Free
Gluten Free
GMP
Non-GMO
Opti-Blend
Vegetarian
Whole Food
TruShield Certified","Helps avoid upset stomachs, fatigue, frequent colds/flu, and dairy sensitivity
Supports intestinal health and improves digestion
Promotes immune function and overall health
Contains 9 patented, heat-stabilized, acid resistant probiotics",90,30,Capsules,"Take 3 capsules daily, one with each meal or as directed.",optimal-flora-plus-fact-cards,how-do-you-guarantee-potency; where-is-the-expiration-date-on-the-product; what-is-the-difference-between-flora-plus-and-flora-blitz; how-long-do-i-need-to-take-flora-plus; why-must-we-take-probiotics-all-the-time; ive-heard-probiotics-must-be-refrigerated-and-cannot-get-hot-does-flora-have-to-be-refrigerated-or-stay-out-of-the-heat-also; how-does-flora-help-with-weight-reduction; is-it-safe-to-take-other-medication-while-taking-flora; what-is-the-difference-between-probiotics-and-antibiotics,"Digestion
Immunity",flora-plus-patented-probiotics; jerusalem-artichoke; opti-blend-delivery-system,,sample-optimal-flora-plus,ws-optimal-flora-plus,1,,,,,,,,,,optimal-1-digest-a-meal; flora-blitz-100; optimal-defense,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
2-pack-optimal-flora-plus-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Flora_Plus_Benefit_PNG.png?v=1760467367,2,Flora Plus Benefit PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-pack-optimal-flora-plus-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Flora_Plus_Product_Review_Photo_PNG.png?v=1759940357,3,Flora Plus Product Review Photo PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-pack-optimal-flora-plus-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Flora-Pluss-Supp-Fact.png?v=1783615359,4,Optimal Flora Plus Supplement Facts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-pack-optimal-flora-plus-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OHS-WEB-FloraPlus-2023.png?v=1759940357,5,Image of a bottle of Optimal Flora Plus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-pack-opti-adrenal-amazon-only,3 pack - Opti-Adrenal (Amazon Only),"<div><iframe src=""https://www.youtube.com/embed/WA-19YMeDSk"" frameborder=""0"" allow=""autoplay; encrypted-media"" allowfullscreen title=""Opti-Adrenal Whole Food Supplement | OHS""></iframe></div>
    <h3>Just Like Muscles, Adrenal Glands Can Get Fatigued from Overuse<br>
</h3>
    <p>How can you tell if your adrenal glands are fatigued? Answer the following questions:</p>
    <ul role=""list"">
      <li>Do you eat products containing white flour and refined sugars?</li>
      <li>Are you exposed to physical or emotional stress?</li>
      <li>Do you drink caffeinated beverages?</li>
      <li>Do you use foods or beverages to increase your energy levels during the day?</li>
      <li>Do you smoke or use recreational drugs?</li>
      <li>Do you notice that you need more stimulants to achieve a desired level of energy?</li>
    </ul>
    <p>If you answered ""yes"" to any of these questions, then your lifestyle is affecting the functioning of the adrenal glands. Think you can just wait it out and let your adrenals recover on their own? Think again.<br><br>When your adrenal glands work overtime for too long, the following symptoms may develop:<br></p>
    <ul role=""list"">
      <li>Breakdown of healthy muscle and/or bone tissue</li>
      <li>Impeded cellular healing and/or regeneration </li>
      <li>Impaired mental functioning</li>
      <li>Digestive problems</li>
      <li>Weakened immune function</li>
      <li>Sluggish endocrine function</li>
      <li>Adrenal fatigue</li>
    </ul>
    <h3>Key Adrenal-Restoring Nutrients in Therapeutic Doses<br>
</h3>
    <p>To help your adrenals get ahead without having to make any drastic lifestyle changes, sometimes the best thing you can do is give yourself a therapeutic dose of nutrients. This helps your body catch up, fully heal and get ahead of the game.<br><br><em>Vitamin C</em> - Vitamin C is critical for proper production of adrenal hormones. The adrenals require a high dose of Vitamin C to work properly. On top of that, vitamin C helps heal any damage caused by excess stress.<br><br>The adrenal glands require vitamin C to stay healthy and manufacture the adrenal hormones that cope with stress, particularly cortisol. The more cortisol, the more vitamin C used, so vitamin C is so essential to the entire HPA (hypothalamic–pituitary–adrenal) Axis.<br><br>The HPA axis is one of the most important elements of homeostasis, the process that maintains a steady internal biochemical and physiological balance in your body. While stress accelerates vitamin C depletion in all the tissues in the body, the adrenal glands are especially affected, which must respond to every stress experienced.<br><br>Opti-Adrenal provides almost 300% of the RDA of vitamin C.<br><br><em>Riboflavin</em> - The use of riboflavin to make cellular energy molecules (like FAD and FMN) is impaired in people with fatigued adrenal glands. Riboflavin is also involved in the release of energy in the electron transport chain, the citric acid cycle, as well as the breaking down of fatty acids.<br><br>This nutrient helps support adrenal function, help calm and maintain a healthy nervous system, and facilitate key metabolic processes, including helping to turn food into energy.<br><br>Opti-Adrenal provides almost 900% of the RDA of riboflavin.<em>Vitamin B6</em> - B vitamins play an important role in cell metabolism. Improving your metabolic pathways boosts your energy levels and is a great way to reduce fatigue. B6 acts in several of the pathways that are used to create adrenal hormones.<br><br>Opti-Adrenal provides 500% of the RDA of this essential nutrient.<br><br><em>Pantothenic Acid</em> - Also known as B5 helps to produce coenzyme A, which contributes to cellular respiration and the breakdown of fats, proteins and carbohydrates. Vitamin B5 is nearly ubiquitous in nature, found in many foods and every cell in the body. This vitamin carries out its many vital functions in the body.<br><br>B5 is commonly referred to as an anti-stress vitamin and is mentioned as a treatment in nearly all conditions in which proper adrenal gland function is needed. A deficiency in this nutrient can blunt an overactive cortisol response to stress.<br><br>Opti-Adrenal provides over 1000% of pantothenic acid.<br><br><em>Predigested Glandulars</em> - Using the logic of treating like with like, this formula contains a potent blend of the glandulars parotid, spleen, thymus, and adrenal tissue to help the adrenal glands bounce back.</p>",Optimal Health Systems,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","Best Seller, Bottle, Brimhall Opti, Standard Size, Visibility - Admin Only",false,Title,Default Title,,,,,,,,645871744006-AMZ,368.543800625,shopify,2836,deny,manual,39.00,,true,true,,,,,645871744006-AMZ,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OPTI-Ingredient-Adrinal-2023.png?v=1718747250,1,Image of a bottle of Opti-Nutrients Opti-Adrenal. with lemon and rhodiola root.,false,Opti-Adrenal | Optimal Health Systems,,,,,,,,,,,,,Repair Adrenal Glands and Boost Energy the Natural Way,,,,469,"Dairy Free
Gluten Free
GMP
Non-GMO
Opti-Blend
Whole Food","Nutritionally supports healthy adrenal glands
Key ingredients help to promote the body’s ability to increase energy levels
Repair adrenal gland damage from synthetic caffeine, stimulants, etc.",90,45,Capsules,"Take 2 capsules daily, once in the morning, and once in the evening.",opti-adrenal-fact-cards,how-do-you-guarantee-potency; where-is-the-expiration-date-on-the-product,Energy,glandulars; rhodiola-root; lemon-bioflavonoid,,sample-opti-adrenal,ws-opti-adrenal,1,,,,,,,,,,optimal-cort-adrena; optimal-b-awake; tru-energy-pak,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
3-pack-opti-adrenal-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Adrenal_Benefit_PNG.png?v=1760467346,2,Adrenal Benefit PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-pack-opti-adrenal-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Opti-Adrenal_Product_Review_Photo_PNG.png?v=1759940293,3,Opti-Adrenal Product Review Photo PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-pack-opti-adrenal-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Opti-Adrenal_Supplement-Facts.png?v=1759940293,4,Opti-Adrenal Supplement Facts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-pack-opti-adrenal-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/OPTI-WEB-Adrinal-2023.png?v=1759940293,5,Image of a bottle of Opti-Adrenal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-pack-opti-adrenal-amazon-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0794/7629/3934/files/Opti_adrenal_Old_to_new.png?v=1759940293,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
